L,M,F,S,HD,Np,CS,DualLink,jesd_mode,Mode
1,8,16,1,0,16,0,True,204C,0
1,8,16,1,0,16,0,True,204C,1
1,8,16,1,0,16,0,True,204C,2
1,8,16,1,0,16,0,True,204C,3
1,8,16,1,0,16,0,True,204C,4
1,8,16,1,0,16,0,True,204C,5
1,8,12,1,0,12,0,True,204C,6
1,8,12,1,0,12,0,True,204C,7
1,8,12,1,0,12,0,True,204C,8
1,8,12,1,0,12,0,True,204C,9
1,8,12,1,0,12,0,True,204C,10
1,8,12,1,0,12,0,True,204C,11
1,8,12,1,0,12,0,True,204C,12
1,8,12,1,0,12,0,True,204C,13
1,4,8,1,0,16,0,True,204C,14
1,4,8,1,0,16,0,True,204C,15
1,4,8,1,0,16,0,True,204C,16
1,4,8,1,0,16,0,True,204C,17
1,4,8,1,0,16,0,True,204C,18
1,4,8,1,0,16,0,True,204C,19
1,4,8,1,0,16,0,True,204C,20
1,4,8,1,0,16,0,True,204C,21
1,4,8,1,0,16,0,True,204C,22
1,4,16,2,0,16,0,True,204C,23
1,4,16,2,0,16,0,True,204C,24
1,4,16,2,0,16,0,True,204C,25
1,4,16,2,0,16,0,True,204C,26
1,4,16,2,0,16,0,True,204C,27
1,4,16,2,0,16,0,True,204C,28
1,4,16,2,0,16,0,True,204C,29
1,4,16,2,0,16,0,True,204C,30
1,4,16,2,0,16,0,True,204C,31
1,2,4,1,0,16,0,True,204C,32
1,2,4,1,0,16,0,True,204C,33
1,2,4,1,0,16,0,True,204C,34
1,2,4,1,0,16,0,True,204C,35
1,2,4,1,0,16,0,True,204C,36
1,2,4,1,0,16,0,True,204C,37
1,2,4,1,0,16,0,True,204C,38
1,2,4,1,0,16,0,True,204C,39
1,2,4,1,0,16,0,True,204C,40
1,2,8,2,0,16,0,True,204C,41
1,2,8,2,0,16,0,True,204C,42
1,2,8,2,0,16,0,True,204C,43
1,2,8,2,0,16,0,True,204C,44
1,2,8,2,0,16,0,True,204C,45
1,2,8,2,0,16,0,True,204C,46
1,2,8,2,0,16,0,True,204C,47
1,2,8,2,0,16,0,True,204C,48
1,2,8,2,0,16,0,True,204C,49
2,8,8,1,0,16,0,True,204C,50
2,8,8,1,0,16,0,True,204C,51
2,8,8,1,0,16,0,True,204C,52
2,8,8,1,0,16,0,True,204C,53
2,8,8,1,0,16,0,True,204C,54
2,8,8,1,0,16,0,True,204C,55
2,8,8,1,0,16,0,True,204C,56
2,8,8,1,0,16,0,True,204C,57
2,8,8,1,0,16,0,True,204C,58
2,8,16,2,0,16,0,True,204C,59
2,8,16,2,0,16,0,True,204C,60
2,8,16,2,0,16,0,True,204C,61
2,8,16,2,0,16,0,True,204C,62
2,8,16,2,0,16,0,True,204C,63
2,8,16,2,0,16,0,True,204C,64
2,8,16,2,0,16,0,True,204C,65
2,8,16,2,0,16,0,True,204C,66
2,8,16,2,0,16,0,True,204C,67
2,8,6,1,0,12,0,True,204C,68
2,8,6,1,0,12,0,True,204C,69
2,8,6,1,0,12,0,True,204C,70
2,8,6,1,0,12,0,True,204C,71
2,8,6,1,0,12,0,True,204C,72
2,8,6,1,0,12,0,True,204C,73
2,8,6,1,0,12,0,True,204C,74
2,8,6,1,0,12,0,True,204C,75
2,8,6,1,0,12,0,True,204C,76
2,8,12,2,0,12,0,True,204C,77
2,8,12,2,0,12,0,True,204C,78
2,8,12,2,0,12,0,True,204C,79
2,8,12,2,0,12,0,True,204C,80
2,8,12,2,0,12,0,True,204C,81
2,8,12,2,0,12,0,True,204C,82
2,8,12,2,0,12,0,True,204C,83
2,8,12,2,0,12,0,True,204C,84
2,8,12,2,0,12,0,True,204C,85
2,4,4,1,0,16,0,True,204C,86
2,4,4,1,0,16,0,True,204C,87
2,4,4,1,0,16,0,True,204C,88
2,4,4,1,0,16,0,True,204C,89
2,4,4,1,0,16,0,True,204C,90
2,4,4,1,0,16,0,True,204C,91
2,4,4,1,0,16,0,True,204C,92
2,4,4,1,0,16,0,True,204C,93
2,4,4,1,0,16,0,True,204C,94
2,4,8,2,0,16,0,True,204C,95
2,4,8,2,0,16,0,True,204C,96
2,4,8,2,0,16,0,True,204C,97
2,4,8,2,0,16,0,True,204C,98
2,4,8,2,0,16,0,True,204C,99
2,4,8,2,0,16,0,True,204C,100
2,4,8,2,0,16,0,True,204C,101
2,4,8,2,0,16,0,True,204C,102
2,4,8,2,0,16,0,True,204C,103
2,2,2,1,0,16,0,True,204C,104
2,2,2,1,0,16,0,True,204C,105
2,2,2,1,0,16,0,True,204C,106
2,2,2,1,0,16,0,True,204C,107
2,2,2,1,0,16,0,True,204C,108
2,2,4,2,0,16,0,True,204C,109
2,2,4,2,0,16,0,True,204C,110
2,2,4,2,0,16,0,True,204C,111
2,2,4,2,0,16,0,True,204C,112
2,2,4,2,0,16,0,True,204C,113
3,12,8,1,0,16,0,False,204C,114
3,12,8,1,0,16,0,False,204C,115
3,12,8,1,0,16,0,False,204C,116
3,12,8,1,0,16,0,False,204C,117
3,12,8,1,0,16,0,False,204C,118
3,12,8,1,0,16,0,False,204C,119
3,12,8,1,0,16,0,False,204C,120
3,12,8,1,0,16,0,False,204C,121
3,12,8,1,0,16,0,False,204C,122
3,12,16,2,0,16,0,False,204C,123
3,12,16,2,0,16,0,False,204C,124
3,12,16,2,0,16,0,False,204C,125
3,12,16,2,0,16,0,False,204C,126
3,12,16,2,0,16,0,False,204C,127
3,12,16,2,0,16,0,False,204C,128
3,12,16,2,0,16,0,False,204C,129
3,12,16,2,0,16,0,False,204C,130
3,12,16,2,0,16,0,False,204C,131
3,6,4,1,0,16,0,True,204C,132
3,6,4,1,0,16,0,True,204C,133
3,6,4,1,0,16,0,True,204C,134
3,6,4,1,0,16,0,True,204C,135
3,6,4,1,0,16,0,True,204C,136
3,6,4,1,0,16,0,True,204C,137
3,6,4,1,0,16,0,True,204C,138
3,6,4,1,0,16,0,True,204C,139
3,6,4,1,0,16,0,True,204C,140
3,6,8,2,0,16,0,True,204C,141
3,6,8,2,0,16,0,True,204C,142
3,6,8,2,0,16,0,True,204C,143
3,6,8,2,0,16,0,True,204C,144
3,6,8,2,0,16,0,True,204C,145
3,6,8,2,0,16,0,True,204C,146
3,6,8,2,0,16,0,True,204C,147
3,6,8,2,0,16,0,True,204C,148
3,6,8,2,0,16,0,True,204C,149
4,8,4,1,0,16,0,True,204C,150
4,8,4,1,0,16,0,True,204C,151
4,8,4,1,0,16,0,True,204C,152
4,8,4,1,0,16,0,True,204C,153
4,8,4,1,0,16,0,True,204C,154
4,8,4,1,0,16,0,True,204C,155
4,8,4,1,0,16,0,True,204C,156
4,8,4,1,0,16,0,True,204C,157
4,8,4,1,0,16,0,True,204C,158
4,8,8,2,0,16,0,True,204C,159
4,8,8,2,0,16,0,True,204C,160
4,8,8,2,0,16,0,True,204C,161
4,8,8,2,0,16,0,True,204C,162
4,8,8,2,0,16,0,True,204C,163
4,8,8,2,0,16,0,True,204C,164
4,8,8,2,0,16,0,True,204C,165
4,8,8,2,0,16,0,True,204C,166
4,8,8,2,0,16,0,True,204C,167
4,4,2,1,0,16,0,True,204C,168
4,4,2,1,0,16,0,True,204C,169
4,4,2,1,0,16,0,True,204C,170
4,4,2,1,0,16,0,True,204C,171
4,4,2,1,0,16,0,True,204C,172
4,4,4,2,0,16,0,True,204C,173
4,4,4,2,0,16,0,True,204C,174
4,4,4,2,0,16,0,True,204C,175
4,4,4,2,0,16,0,True,204C,176
4,4,4,2,0,16,0,True,204C,177
4,16,8,1,0,16,0,False,204C,178
4,16,8,1,0,16,0,False,204C,179
4,16,8,1,0,16,0,False,204C,180
4,16,8,1,0,16,0,False,204C,181
4,16,8,1,0,16,0,False,204C,182
4,16,8,1,0,16,0,False,204C,183
4,16,8,1,0,16,0,False,204C,184
4,16,8,1,0,16,0,False,204C,185
4,16,8,1,0,16,0,False,204C,186
4,16,16,2,0,16,0,False,204C,187
4,16,16,2,0,16,0,False,204C,188
4,16,16,2,0,16,0,False,204C,189
4,16,16,2,0,16,0,False,204C,190
4,16,16,2,0,16,0,False,204C,191
4,16,16,2,0,16,0,False,204C,192
4,16,16,2,0,16,0,False,204C,193
4,16,16,2,0,16,0,False,204C,194
4,16,16,2,0,16,0,False,204C,195
4,2,1,1,1,16,0,True,204C,196
4,2,1,1,1,16,0,True,204C,197
4,2,1,1,1,16,0,True,204C,198
4,2,1,1,1,16,0,True,204C,199
4,2,1,1,1,16,0,True,204C,200
4,2,2,2,0,16,0,True,204C,201
4,2,2,2,0,16,0,True,204C,202
4,2,2,2,0,16,0,True,204C,203
4,2,2,2,0,16,0,True,204C,204
4,2,2,2,0,16,0,True,204C,205
6,12,4,1,0,16,0,False,204C,206
6,12,4,1,0,16,0,False,204C,207
6,12,4,1,0,16,0,False,204C,208
6,12,4,1,0,16,0,False,204C,209
6,12,4,1,0,16,0,False,204C,210
6,12,4,1,0,16,0,False,204C,211
6,12,4,1,0,16,0,False,204C,212
6,12,4,1,0,16,0,False,204C,213
6,12,4,1,0,16,0,False,204C,214
6,12,8,2,0,16,0,False,204C,215
6,12,8,2,0,16,0,False,204C,216
6,12,8,2,0,16,0,False,204C,217
6,12,8,2,0,16,0,False,204C,218
6,12,8,2,0,16,0,False,204C,219
6,12,8,2,0,16,0,False,204C,220
6,12,8,2,0,16,0,False,204C,221
6,12,8,2,0,16,0,False,204C,222
6,12,8,2,0,16,0,False,204C,223
8,8,2,1,0,16,0,False,204C,224
8,8,2,1,0,16,0,False,204C,225
8,8,2,1,0,16,0,False,204C,226
8,8,2,1,0,16,0,False,204C,227
8,8,2,1,0,16,0,False,204C,228
8,8,4,2,0,16,0,False,204C,229
8,8,4,2,0,16,0,False,204C,230
8,8,4,2,0,16,0,False,204C,231
8,8,4,2,0,16,0,False,204C,232
8,8,4,2,0,16,0,False,204C,233
8,16,4,1,0,16,0,False,204C,234
8,16,4,1,0,16,0,False,204C,235
8,16,4,1,0,16,0,False,204C,236
8,16,4,1,0,16,0,False,204C,237
8,16,4,1,0,16,0,False,204C,238
8,16,4,1,0,16,0,False,204C,239
8,16,4,1,0,16,0,False,204C,240
8,16,4,1,0,16,0,False,204C,241
8,16,4,1,0,16,0,False,204C,242
8,16,8,2,0,16,0,False,204C,243
8,16,8,2,0,16,0,False,204C,244
8,16,8,2,0,16,0,False,204C,245
8,16,8,2,0,16,0,False,204C,246
8,16,8,2,0,16,0,False,204C,247
8,16,8,2,0,16,0,False,204C,248
8,16,8,2,0,16,0,False,204C,249
8,16,8,2,0,16,0,False,204C,250
8,16,8,2,0,16,0,False,204C,251
8,4,1,1,1,16,0,False,204C,252
8,4,1,1,1,16,0,False,204C,253
8,4,1,1,1,16,0,False,204C,254
8,4,1,1,1,16,0,False,204C,255
8,4,1,1,1,16,0,False,204C,256
8,4,2,2,0,16,0,False,204C,257
8,4,2,2,0,16,0,False,204C,258
8,4,2,2,0,16,0,False,204C,259
8,4,2,2,0,16,0,False,204C,260
8,4,2,2,0,16,0,False,204C,261
8,2,1,2,1,16,0,False,204C,262
8,2,1,2,1,16,0,False,204C,263
8,2,2,4,0,16,0,False,204C,264
8,2,2,4,0,16,0,False,204C,265
1,8,16,1,0,16,0,True,204C,266
1,8,16,1,0,16,0,True,204C,267
1,8,16,1,0,16,0,True,204C,268
1,8,16,1,0,16,0,True,204C,269
2,8,8,1,0,16,0,True,204C,270
2,8,8,1,0,16,0,True,204C,271
2,8,8,1,0,16,0,True,204C,272
2,8,8,1,0,16,0,True,204C,273
1,8,16,1,0,16,0,True,204C,274
1,8,16,1,0,16,0,True,204C,275
1,8,16,1,0,16,0,True,204C,276
1,8,16,1,0,16,0,True,204C,277
2,8,8,1,0,16,0,True,204C,278
1,8,16,1,0,16,0,True,204C,279
2,8,8,1,0,16,0,True,204C,280
2,8,8,1,0,16,0,True,204C,281
2,8,8,1,0,16,0,True,204C,282
2,8,8,1,0,16,0,True,204C,283
2,8,8,1,0,16,0,True,204C,284
2,8,8,1,0,16,0,True,204C,285
2,8,8,1,0,16,0,True,204C,286
2,8,8,1,0,16,0,True,204C,287
1,8,16,1,0,16,0,True,204C,288
1,8,16,1,0,16,0,True,204C,289
1,8,16,1,0,16,0,True,204C,290
1,8,16,1,0,16,0,True,204C,291
4,8,4,1,0,16,0,True,204C,292
2,8,8,1,0,16,0,True,204C,293
1,2,4,1,0,16,0,True,204B,294
1,2,4,1,0,16,0,True,204B,295
1,2,4,1,0,16,0,True,204B,296
1,2,4,1,0,16,0,True,204B,297
1,2,4,1,0,16,0,True,204B,298
1,2,4,1,0,16,0,True,204B,299
1,2,4,1,0,16,0,True,204B,300
1,2,8,2,0,16,0,True,204B,301
1,2,8,2,0,16,0,True,204B,302
1,2,8,2,0,16,0,True,204B,303
1,2,8,2,0,16,0,True,204B,304
1,2,8,2,0,16,0,True,204B,305
1,2,8,2,0,16,0,True,204B,306
1,2,8,2,0,16,0,True,204B,307
1,2,8,2,0,16,0,True,204B,308
1,2,8,2,0,16,0,True,204B,309
2,8,8,1,0,16,0,True,204B,310
2,8,8,1,0,16,0,True,204B,311
2,8,8,1,0,16,0,True,204B,312
2,8,8,1,0,16,0,True,204B,313
2,8,8,1,0,16,0,True,204B,314
2,8,8,1,0,16,0,True,204B,315
2,8,16,2,0,16,0,True,204B,316
2,8,16,2,0,16,0,True,204B,317
2,8,16,2,0,16,0,True,204B,318
2,8,16,2,0,16,0,True,204B,319
2,8,16,2,0,16,0,True,204B,320
2,8,16,2,0,16,0,True,204B,321
2,8,6,1,0,12,0,True,204B,322
2,8,6,1,0,12,0,True,204B,323
2,8,6,1,0,12,0,True,204B,324
2,8,6,1,0,12,0,True,204B,325
2,8,6,1,0,12,0,True,204B,326
2,8,6,1,0,12,0,True,204B,327
2,8,6,1,0,12,0,True,204B,328
2,8,6,1,0,12,0,True,204B,329
2,8,12,2,0,12,0,True,204B,330
2,8,12,2,0,12,0,True,204B,331
2,8,12,2,0,12,0,True,204B,332
2,8,12,2,0,12,0,True,204B,333
2,8,12,2,0,12,0,True,204B,334
2,8,12,2,0,12,0,True,204B,335
2,8,12,2,0,12,0,True,204B,336
2,8,12,2,0,12,0,True,204B,337
2,4,4,1,0,16,0,True,204B,338
2,4,4,1,0,16,0,True,204B,339
2,4,4,1,0,16,0,True,204B,340
2,4,4,1,0,16,0,True,204B,341
2,4,4,1,0,16,0,True,204B,342
2,4,4,1,0,16,0,True,204B,343
2,4,4,1,0,16,0,True,204B,344
2,4,4,1,0,16,0,True,204B,345
2,4,4,1,0,16,0,True,204B,346
2,4,8,2,0,16,0,True,204B,347
2,4,8,2,0,16,0,True,204B,348
2,4,8,2,0,16,0,True,204B,349
2,4,8,2,0,16,0,True,204B,350
2,4,8,2,0,16,0,True,204B,351
2,4,8,2,0,16,0,True,204B,352
2,4,8,2,0,16,0,True,204B,353
2,4,8,2,0,16,0,True,204B,354
2,4,8,2,0,16,0,True,204B,355
2,2,2,1,0,16,0,True,204B,356
2,2,2,1,0,16,0,True,204B,357
2,2,2,1,0,16,0,True,204B,358
2,2,2,1,0,16,0,True,204B,359
2,2,2,1,0,16,0,True,204B,360
2,2,2,1,0,16,0,True,204B,361
2,2,2,1,0,16,0,True,204B,362
2,2,2,1,0,16,0,True,204B,363
2,2,2,1,0,16,0,True,204B,364
2,2,4,2,0,16,0,True,204B,365
2,2,4,2,0,16,0,True,204B,366
2,2,4,2,0,16,0,True,204B,367
2,2,4,2,0,16,0,True,204B,368
2,2,4,2,0,16,0,True,204B,369
2,2,4,2,0,16,0,True,204B,370
2,2,4,2,0,16,0,True,204B,371
2,2,4,2,0,16,0,True,204B,372
2,2,4,2,0,16,0,True,204B,373
3,6,4,1,0,16,0,True,204B,374
3,6,4,1,0,16,0,True,204B,375
3,6,4,1,0,16,0,True,204B,376
3,6,4,1,0,16,0,True,204B,377
3,6,4,1,0,16,0,True,204B,378
3,6,4,1,0,16,0,True,204B,379
3,6,4,1,0,16,0,True,204B,380
3,6,4,1,0,16,0,True,204B,381
3,6,4,1,0,16,0,True,204B,382
3,6,8,2,0,16,0,True,204B,383
3,6,8,2,0,16,0,True,204B,384
3,6,8,2,0,16,0,True,204B,385
3,6,8,2,0,16,0,True,204B,386
3,6,8,2,0,16,0,True,204B,387
3,6,8,2,0,16,0,True,204B,388
3,6,8,2,0,16,0,True,204B,389
3,6,8,2,0,16,0,True,204B,390
3,6,8,2,0,16,0,True,204B,391
4,8,4,1,0,16,0,True,204B,392
4,8,4,1,0,16,0,True,204B,393
4,8,4,1,0,16,0,True,204B,394
4,8,4,1,0,16,0,True,204B,395
4,8,4,1,0,16,0,True,204B,396
4,8,4,1,0,16,0,True,204B,397
4,8,4,1,0,16,0,True,204B,398
4,8,4,1,0,16,0,True,204B,399
4,8,4,1,0,16,0,True,204B,400
4,8,8,2,0,16,0,True,204B,401
4,8,8,2,0,16,0,True,204B,402
4,8,8,2,0,16,0,True,204B,403
4,8,8,2,0,16,0,True,204B,404
4,8,8,2,0,16,0,True,204B,405
4,8,8,2,0,16,0,True,204B,406
4,8,8,2,0,16,0,True,204B,407
4,8,8,2,0,16,0,True,204B,408
4,8,8,2,0,16,0,True,204B,409
4,4,2,1,0,16,0,True,204B,410
4,4,2,1,0,16,0,True,204B,411
4,4,2,1,0,16,0,True,204B,412
4,4,2,1,0,16,0,True,204B,413
4,4,2,1,0,16,0,True,204B,414
4,4,2,1,0,16,0,True,204B,415
4,4,2,1,0,16,0,True,204B,416
4,4,2,1,0,16,0,True,204B,417
4,4,2,1,0,16,0,True,204B,418
4,4,4,2,0,16,0,True,204B,419
4,4,4,2,0,16,0,True,204B,420
4,4,4,2,0,16,0,True,204B,421
4,4,4,2,0,16,0,True,204B,422
4,4,4,2,0,16,0,True,204B,423
4,4,4,2,0,16,0,True,204B,424
4,4,4,2,0,16,0,True,204B,425
4,4,4,2,0,16,0,True,204B,426
4,4,4,2,0,16,0,True,204B,427
4,2,1,1,1,16,0,True,204B,428
4,2,1,1,1,16,0,True,204B,429
4,2,1,1,1,16,0,True,204B,430
4,2,1,1,1,16,0,True,204B,431
4,2,1,1,1,16,0,True,204B,432
4,2,2,2,0,16,0,True,204B,433
4,2,2,2,0,16,0,True,204B,434
4,2,2,2,0,16,0,True,204B,435
4,2,2,2,0,16,0,True,204B,436
4,2,2,2,0,16,0,True,204B,437
6,12,4,1,0,16,0,False,204B,438
6,12,4,1,0,16,0,False,204B,439
6,12,4,1,0,16,0,False,204B,440
6,12,4,1,0,16,0,False,204B,441
6,12,4,1,0,16,0,False,204B,442
6,12,4,1,0,16,0,False,204B,443
6,12,4,1,0,16,0,False,204B,444
6,12,4,1,0,16,0,False,204B,445
6,12,4,1,0,16,0,False,204B,446
6,12,8,2,0,16,0,False,204B,447
6,12,8,2,0,16,0,False,204B,448
6,12,8,2,0,16,0,False,204B,449
6,12,8,2,0,16,0,False,204B,450
6,12,8,2,0,16,0,False,204B,451
6,12,8,2,0,16,0,False,204B,452
6,12,8,2,0,16,0,False,204B,453
6,12,8,2,0,16,0,False,204B,454
6,12,8,2,0,16,0,False,204B,455
8,8,2,1,0,16,0,False,204B,456
8,8,2,1,0,16,0,False,204B,457
8,8,2,1,0,16,0,False,204B,458
8,8,2,1,0,16,0,False,204B,459
8,8,2,1,0,16,0,False,204B,460
8,8,2,1,0,16,0,False,204B,461
8,8,2,1,0,16,0,False,204B,462
8,8,2,1,0,16,0,False,204B,463
8,8,2,1,0,16,0,False,204B,464
8,8,4,2,0,16,0,False,204B,465
8,8,4,2,0,16,0,False,204B,466
8,8,4,2,0,16,0,False,204B,467
8,8,4,2,0,16,0,False,204B,468
8,8,4,2,0,16,0,False,204B,469
8,8,4,2,0,16,0,False,204B,470
8,8,4,2,0,16,0,False,204B,471
8,8,4,2,0,16,0,False,204B,472
8,8,4,2,0,16,0,False,204B,473
8,16,4,1,0,16,0,False,204B,474
8,16,4,1,0,16,0,False,204B,475
8,16,4,1,0,16,0,False,204B,476
8,16,4,1,0,16,0,False,204B,477
8,16,4,1,0,16,0,False,204B,478
8,16,4,1,0,16,0,False,204B,479
8,16,4,1,0,16,0,False,204B,480
8,16,4,1,0,16,0,False,204B,481
8,16,4,1,0,16,0,False,204B,482
8,16,8,2,0,16,0,False,204B,483
8,16,8,2,0,16,0,False,204B,484
8,16,8,2,0,16,0,False,204B,485
8,16,8,2,0,16,0,False,204B,486
8,16,8,2,0,16,0,False,204B,487
8,16,8,2,0,16,0,False,204B,488
8,16,8,2,0,16,0,False,204B,489
8,16,8,2,0,16,0,False,204B,490
8,16,8,2,0,16,0,False,204B,491
8,4,1,1,1,16,0,False,204B,492
8,4,1,1,1,16,0,False,204B,493
8,4,1,1,1,16,0,False,204B,494
8,4,1,1,1,16,0,False,204B,495
8,4,1,1,1,16,0,False,204B,496
8,4,2,2,0,16,0,False,204B,497
8,4,2,2,0,16,0,False,204B,498
8,4,2,2,0,16,0,False,204B,499
8,4,2,2,0,16,0,False,204B,500
8,4,2,2,0,16,0,False,204B,501
8,2,1,2,1,16,0,False,204B,502
8,2,1,2,1,16,0,False,204B,503
8,2,1,2,1,16,0,False,204B,504
8,2,1,2,1,16,0,False,204B,505
8,2,1,2,1,16,0,False,204B,506
8,2,2,4,0,16,0,False,204B,507
8,2,2,4,0,16,0,False,204B,508
8,2,2,4,0,16,0,False,204B,509
8,2,2,4,0,16,0,False,204B,510
8,2,2,4,0,16,0,False,204B,511
2,8,8,1,0,16,0,True,204B,512
2,8,8,1,0,16,0,True,204B,513
2,8,8,1,0,16,0,True,204B,514
2,8,8,1,0,16,0,True,204B,515
2,8,8,1,0,16,0,True,204B,516
2,8,8,1,0,16,0,True,204B,517
2,8,8,1,0,16,0,True,204B,518
2,8,8,1,0,16,0,True,204B,519
4,8,4,1,0,16,0,True,204B,520
2,8,8,1,0,16,0,True,204B,521
4,8,4,1,0,16,0,True,204B,522
4,8,4,1,0,16,0,True,204B,523
4,8,4,1,0,16,0,True,204B,524
4,8,4,1,0,16,0,True,204B,525
2,8,8,1,0,16,0,True,204B,526
2,8,8,1,0,16,0,True,204B,527
2,8,8,1,0,16,0,True,204B,528
2,8,8,1,0,16,0,True,204B,529
1,8,16,1,0,16,0,True,204C,605
1,8,16,1,0,16,0,True,204C,606
1,8,16,1,0,16,0,True,204C,607
1,8,16,1,0,16,0,True,204C,608
1,8,16,1,0,16,0,True,204C,609
1,8,12,1,0,12,0,True,204C,610
1,8,12,1,0,12,0,True,204C,611
1,8,12,1,0,12,0,True,204C,612
1,8,12,1,0,12,0,True,204C,613
1,4,8,1,0,16,0,True,204C,614
1,4,8,1,0,16,0,True,204C,615
1,4,16,2,0,16,0,True,204C,616
1,4,16,2,0,16,0,True,204C,617
1,2,4,1,0,16,0,True,204C,618
1,2,4,1,0,16,0,True,204C,619
1,2,4,1,0,16,0,True,204C,620
1,2,8,2,0,16,0,True,204C,621
1,2,8,2,0,16,0,True,204C,622
1,2,8,2,0,16,0,True,204C,623
2,8,8,1,0,16,0,True,204C,624
2,8,8,1,0,16,0,True,204C,625
2,8,16,2,0,16,0,True,204C,626
2,8,16,2,0,16,0,True,204C,627
2,8,6,1,0,12,0,True,204C,628
2,8,6,1,0,12,0,True,204C,629
2,8,12,2,0,12,0,True,204C,630
2,8,12,2,0,12,0,True,204C,631
2,4,4,1,0,16,0,True,204C,632
2,4,4,1,0,16,0,True,204C,633
2,4,4,1,0,16,0,True,204C,634
2,4,8,2,0,16,0,True,204C,635
2,4,8,2,0,16,0,True,204C,636
2,4,8,2,0,16,0,True,204C,637
3,12,8,1,0,16,0,False,204C,638
3,12,8,1,0,16,0,False,204C,639
3,12,16,2,0,16,0,False,204C,640
3,12,16,2,0,16,0,False,204C,641
3,6,4,1,0,16,0,True,204C,642
3,6,4,1,0,16,0,True,204C,643
3,6,4,1,0,16,0,True,204C,644
3,6,8,2,0,16,0,True,204C,645
3,6,8,2,0,16,0,True,204C,646
3,6,8,2,0,16,0,True,204C,647
4,8,4,1,0,16,0,True,204C,648
4,8,4,1,0,16,0,True,204C,649
4,8,4,1,0,16,0,True,204C,650
4,8,8,2,0,16,0,True,204C,651
4,8,8,2,0,16,0,True,204C,652
4,8,8,2,0,16,0,True,204C,653
4,16,8,1,0,16,0,False,204C,654
4,16,8,1,0,16,0,False,204C,655
4,16,16,2,0,16,0,False,204C,656
4,16,16,2,0,16,0,False,204C,657
6,12,4,1,0,16,0,False,204C,658
6,12,4,1,0,16,0,False,204C,659
6,12,4,1,0,16,0,False,204C,660
6,12,8,2,0,16,0,False,204C,661
6,12,8,2,0,16,0,False,204C,662
6,12,8,2,0,16,0,False,204C,663
8,16,4,1,0,16,0,False,204C,664
8,16,4,1,0,16,0,False,204C,665
8,16,4,1,0,16,0,False,204C,666
8,16,8,2,0,16,0,False,204C,667
8,16,8,2,0,16,0,False,204C,668
8,16,8,2,0,16,0,False,204C,669
1,2,4,1,0,16,0,True,204B,670
1,2,4,1,0,16,0,True,204B,671
1,2,8,2,0,16,0,True,204B,672
1,2,8,2,0,16,0,True,204B,673
2,8,8,1,0,16,0,True,204B,674
2,8,8,1,0,16,0,True,204B,675
2,8,8,1,0,16,0,True,204B,676
2,8,8,1,0,16,0,True,204B,677
2,8,8,1,0,16,0,True,204B,678
2,8,16,2,0,16,0,True,204B,679
2,8,16,2,0,16,0,True,204B,680
2,8,16,2,0,16,0,True,204B,681
2,8,16,2,0,16,0,True,204B,682
2,8,16,2,0,16,0,True,204B,683
2,8,6,1,0,12,0,True,204B,684
2,8,6,1,0,12,0,True,204B,685
2,8,6,1,0,12,0,True,204B,686
2,8,6,1,0,12,0,True,204B,687
2,8,12,2,0,12,0,True,204B,688
2,8,12,2,0,12,0,True,204B,689
2,8,12,2,0,12,0,True,204B,690
2,8,12,2,0,12,0,True,204B,691
2,4,4,1,0,16,0,True,204B,692
2,4,4,1,0,16,0,True,204B,693
2,4,8,2,0,16,0,True,204B,694
2,4,8,2,0,16,0,True,204B,695
2,2,2,1,0,16,0,True,204B,696
2,2,2,1,0,16,0,True,204B,697
2,2,2,1,0,16,0,True,204B,698
2,2,4,2,0,16,0,True,204B,699
2,2,4,2,0,16,0,True,204B,700
2,2,4,2,0,16,0,True,204B,701
3,6,4,1,0,16,0,True,204B,702
3,6,4,1,0,16,0,True,204B,703
3,6,8,2,0,16,0,True,204B,704
3,6,8,2,0,16,0,True,204B,705
4,8,4,1,0,16,0,True,204B,706
4,8,4,1,0,16,0,True,204B,707
4,8,8,2,0,16,0,True,204B,708
4,8,8,2,0,16,0,True,204B,709
4,4,2,1,0,16,0,True,204B,710
4,4,2,1,0,16,0,True,204B,711
4,4,2,1,0,16,0,True,204B,712
4,4,4,2,0,16,0,True,204B,713
4,4,4,2,0,16,0,True,204B,714
4,4,4,2,0,16,0,True,204B,715
6,12,4,1,0,16,0,False,204B,716
6,12,4,1,0,16,0,False,204B,717
6,12,8,2,0,16,0,False,204B,718
6,12,8,2,0,16,0,False,204B,719
8,8,2,1,0,16,0,False,204B,720
8,8,2,1,0,16,0,False,204B,721
8,8,2,1,0,16,0,False,204B,722
8,8,4,2,0,16,0,False,204B,723
8,8,4,2,0,16,0,False,204B,724
8,8,4,2,0,16,0,False,204B,725
8,16,4,1,0,16,0,False,204B,726
8,16,4,1,0,16,0,False,204B,727
8,16,8,2,0,16,0,False,204B,728
8,16,8,2,0,16,0,False,204B,729
1,4,8,1,0,16,0,True,204C,744
1,4,8,1,0,16,0,True,204C,745
1,4,8,1,0,16,0,True,204C,746
1,4,8,1,0,16,0,True,204C,747
1,4,8,1,0,16,0,True,204C,748
1,4,8,1,0,16,0,True,204C,749
1,4,8,1,0,16,0,True,204C,750
1,4,8,1,0,16,0,True,204C,751
1,4,16,2,0,16,0,True,204C,752
1,4,16,2,0,16,0,True,204C,753
